file,nct_id,train_val,num_arms,num_subjects,phase,intervention_type,country,has_sap
23_NCT03859323_Prot_000.pdf,NCT03859323,val,12.0,104.0,Phase 1,Drug,US,0
23_NCT03921723_Prot_000.pdf,NCT03921723,test,1.0,22.0,Phase 1,Drug,GB,0
23_NCT03936023_Prot_SAP_001.pdf,NCT03936023,test,,182126.0,,Drug,US,1
23_NCT03988023_Prot_000.pdf,NCT03988023,test,2.0,1043.0,Phase 3,BiologicalDrug,US,0
23_NCT04003623_Prot_000.pdf,NCT04003623,train,1.0,1.0,Phase 2,Drug,US,0
23_NCT04042623_Prot_000.pdf,NCT04042623,train,1.0,1.0,Phase 2,Drug,"US,UA",0
23_NCT04049123_Prot_000.pdf,NCT04049123,train,2.0,15.0,Phase 1,Drug,CN,0
23_NCT04053023_Prot_000.pdf,NCT04053023,train,1.0,19.0,Phase 1,Drug,GB,0
23_NCT04066023_Prot_000.pdf,NCT04066023,train,3.0,42.0,Phase 2/Phase 3,Drug,US,0
23_NCT04215523_Prot_SAP_000.pdf,NCT04215523,train,,49790.0,,Drug,US,1
23_NCT04329923_Prot_000.pdf,NCT04329923,train,6.0,173.0,Phase 2,Drug,US,0
23_NCT04384523_Prot_SAP_001.pdf,NCT04384523,train,5.0,41.0,Phase 1,Drug,US,1
23_NCT04401423_Prot_SAP_000.pdf,NCT04401423,train,2.0,22.0,Phase 2,Drug,US,1
23_NCT04439123_Prot_001.pdf,NCT04439123,train,1.0,35.0,Phase 2,Drug,US,0
23_NCT04730323_Prot_SAP_000.pdf,NCT04730323,train,2.0,93.0,Phase 4,Drug,PK,1
23_NCT04735523_Prot_000.pdf,NCT04735523,train,,5350.0,,Drug,US,0
23_NCT05057923_Prot_SAP_ICF_000.pdf,NCT05057923,train,2.0,9.0,Not Applicable,Biological,HK,1
23_NCT05293223_Prot_000.pdf,NCT05293223,train,2.0,450.0,Phase 2,Biological,AR,0
24_NCT00004124_Prot_SAP_000.pdf,NCT00004124,train,2.0,983.0,Phase 3,Drug,US,1
24_NCT00590824_Prot_SAP_000.pdf,NCT00590824,train,2.0,23.0,Phase 2,Drug,US,1
24_NCT00690924_Prot_SAP_000.pdf,NCT00690924,train,1.0,16.0,Not Applicable,Drug,US,1
24_NCT00770224_Prot_SAP_ICF_000.pdf,NCT00770224,train,1.0,87.0,Phase 2,BiologicalDrug,US,1
24_NCT01208324_Prot_SAP_000.pdf,NCT01208324,train,4.0,47.0,Not Applicable,Drug,US,1
24_NCT01243424_Prot_000.pdf,NCT01243424,train,2.0,6103.0,Phase 3,Drug,"US,AR,AU,BE,BR,BG,CA,CL,CO,CZ,FI,FR,GE,DE,GR,HK,HU,IN,IE,IL,IT,JP,KR,MY,MX,NL,NZ,NO,PE,PH,PT,RO,RU,RS,SK,ZA,ES,SE,CH,TW,TN,UA,GB,CZ",0
24_NCT01282424_Prot_001.pdf,NCT01282424,train,1.0,125.0,Phase 2,Drug,"US,FR,DE,IT,PL,GB",0
24_NCT01535924_Prot_SAP_000.pdf,NCT01535924,train,1.0,26.0,Phase 1/Phase 2,Drug,US,1
24_NCT01560624_Prot_000.pdf,NCT01560624,train,2.0,690.0,Phase 3,Drug,"US,AR,AU,AT,BR,CA,CL,CN,DK,FR,DE,GR,IN,IL,IT,KR,MX,NL,PL,SG,SE,TW,GB",0
24_NCT01586624_Prot_000.pdf,NCT01586624,train,8.0,61.0,Phase 1,Drug,GB,0
24_NCT01720524_Prot_000.pdf,NCT01720524,train,2.0,59.0,Phase 3,Drug,"US,BE,CA,DK,FR,DE,IT,NL,NO,ES,SE,GB,AT",0
24_NCT01776424_Prot_000.pdf,NCT01776424,train,3.0,27395.0,Phase 3,Drug,"US,AR,AU,BE,BR,CA,CL,CN,CO,CZ,DK,EC,FI,FR,DE,HU,IE,IL,IT,JP,KR,MY,NL,PH,PL,RO,RU,SK,ZA,SE,CH,UA,GB,CZ",0
24_NCT01779024_Prot_SAP_000.pdf,NCT01779024,train,4.0,17.0,Phase 2,Drug,US,1
24_NCT01805024_Prot_000.pdf,NCT01805024,val,1.0,20.0,Phase 1,Drug,US,0
24_NCT01850524_Prot_000.pdf,NCT01850524,val,2.0,705.0,Phase 3,Drug,"US,BE,CA,FR,KR,NZ,RU,JP,GB",0
24_NCT01867424_Prot_SAP_ICF_000.pdf,NCT01867424,val,2.0,24.0,Phase 2,Drug,US,1
24_NCT01933724_Prot_SAP_000.pdf,NCT01933724,test,2.0,12.0,Phase 3,Drug,US,1
24_NCT01964924_Prot_SAP_000.pdf,NCT01964924,test,1.0,37.0,Phase 2,Drug,US,1
24_NCT02003924_Prot_002.pdf,NCT02003924,train,2.0,1401.0,Phase 3,Drug,"US,AR,AU,AT,BE,BR,CA,CL,CN,DK,FI,FR,DE,GR,HK,IT,KR,MY,NL,NZ,PL,RU,RS,SG,SK,ES,SE,TW,TH,TR,UA,GB,IE",0
24_NCT02063724_Prot_SAP_000.pdf,NCT02063724,train,1.0,15.0,Phase 1,Biological,US,1
24_NCT02072824_Prot_001.pdf,NCT02072824,train,3.0,175.0,Phase 3,Drug,"US,BY,BE,BA,BG,CN,FR,DE,GR,HU,IL,KR,LB,MY,PH,RO,RU,RS,ES,TW,TH,TR,UA,AR,NL,PL,SG,SK,ZA",0
24_NCT02092324_Prot_SAP_000.pdf,NCT02092324,train,1.0,51.0,Phase 2,Drug,US,1
24_NCT02117024_Prot_SAP_000.pdf,NCT02117024,train,2.0,66.0,Phase 2,Drug,US,1
24_NCT02128724_Prot_000.pdf,NCT02128724,train,1.0,21.0,Phase 1,Drug,GB,0
24_NCT02130024_Prot_000.pdf,NCT02130024,train,2.0,281.0,Phase 4,Drug,AU,0
24_NCT02133924_Prot_SAP_000.pdf,NCT02133924,train,1.0,76.0,Phase 2,Drug,US,1
24_NCT02163824_Prot_SAP_000.pdf,NCT02163824,train,4.0,380.0,Phase 3,Drug,US,1
24_NCT02180724_Prot_000.pdf,NCT02180724,train,1.0,106.0,Phase 2,Drug,"US,FR,GR,IT,NL,ES,GB",0
24_NCT02228824_Prot_SAP_000.pdf,NCT02228824,train,2.0,312.0,Not Applicable,Drug,US,1
24_NCT02279524_Prot_SAP_000.pdf,NCT02279524,train,3.0,247.0,Phase 2,Drug,"US,CL,FR,GE,DE,HK,IL,IT,LT,MX,RO,CO,PE",1
24_NCT02301624_Prot_000.pdf,NCT02301624,train,2.0,117.0,Phase 3,BiologicalDrug,"US,AR,BE,BR,CA,CZ,DK,FI,HU,IT,JP,KR,NL,ES,SE,TR,GB",0
24_NCT02335424_Prot_SAP_000.pdf,NCT02335424,train,1.0,374.0,Phase 2,Biological,"AU,CA,DK,GT,HU,IE,IL,IT,KR,MY,NL,PR,SG,ES,TW,GB,US",1
24_NCT02343224_Prot_SAP_000.pdf,NCT02343224,train,1.0,9.0,Phase 2,Drug,US,1
24_NCT02374424_Prot_SAP_000.pdf,NCT02374424,train,1.0,29.0,Phase 2,Drug,IT,1
24_NCT02388724_Prot_001.pdf,NCT02388724,train,2.0,481.0,Phase 3,Drug,"CN,KR,MY,TW",0
24_NCT02392624_Prot_000.pdf,NCT02392624,train,2.0,206.0,Phase 4,Drug,US,0
24_NCT02452424_Prot_SAP_000.pdf,NCT02452424,train,2.0,78.0,Phase 1/Phase 2,DrugBiological,US,1
24_NCT02460224_Prot_000.pdf,NCT02460224,train,29.0,490.0,Phase 1/Phase 2,Drug,"US,AU,BE,CA,FR,DE,HK,IT,JP,SG,ES,TW",0
24_NCT02514824_Prot_000.pdf,NCT02514824,train,4.0,9.0,Phase 1/Phase 2,Drug,US,0
24_NCT02523924_Prot_SAP_000.pdf,NCT02523924,train,1.0,50.0,Not Applicable,Drug,US,1
24_NCT02560324_Prot_SAP_000.pdf,NCT02560324,train,2.0,140.0,Phase 2,Drug,US,1
24_NCT02562924_Prot_000.pdf,NCT02562924,train,3.0,40.0,Not Applicable,Drug,US,0
24_NCT02599324_Prot_000.pdf,NCT02599324,train,6.0,263.0,Phase 1/Phase 2,Drug,"US,KR,ES,GB",0
24_NCT02605824_Prot_SAP_000.pdf,NCT02605824,train,2.0,1.0,Phase 4,Drug,US,1
24_NCT02607124_Prot_SAP_000.pdf,NCT02607124,train,2.0,11.0,Phase 1/Phase 2,Drug,US,1
24_NCT02622724_Prot_000.pdf,NCT02622724,train,2.0,301.0,Phase 3,Drug,"BE,CZ,FI,FR,DE,IT,ES,GB",0
24_NCT02635724_Prot_000.pdf,NCT02635724,train,1.0,74.0,Phase 3,Drug,US,0
24_NCT02648724_Prot_000.pdf,NCT02648724,train,7.0,57.0,Phase 1/Phase 2,Drug,"US,DK,HK,KR,ES,TW",0
24_NCT02652624_Prot_002.pdf,NCT02652624,train,3.0,472.0,Phase 3,Drug,"US,DO,PR,RU,TH,UG",0
24_NCT02655224_Prot_000.pdf,NCT02655224,train,2.0,65.0,Phase 3,Drug,JP,0
24_NCT02677324_Prot_SAP_000.pdf,NCT02677324,train,1.0,33.0,Phase 2,Drug,US,1
24_NCT02712424_Prot_000.pdf,NCT02712424,train,2.0,625.0,Phase 2,Biological,TZ,0
24_NCT02751424_Prot_000.pdf,NCT02751424,train,4.0,62.0,Phase 1,Drug,AU,0
24_NCT02769624_Prot_SAP_000.pdf,NCT02769624,train,2.0,15.0,Phase 2,Drug,US,1
24_NCT02824224_Prot_SAP_000.pdf,NCT02824224,val,2.0,42.0,Phase 4,Drug,US,1
24_NCT02828124_Prot_000.pdf,NCT02828124,val,4.0,25.0,Phase 1/Phase 2,Biological,"CA,KR,SG,TW,HK,US",0
24_NCT02846324_Prot_000.pdf,NCT02846324,val,4.0,39.0,Phase 2,Drug,US,0
24_NCT02859324_Prot_000.pdf,NCT02859324,val,1.0,21.0,Phase 1/Phase 2,Drug,"US,FR,IT,ES",0
24_NCT02867124_Prot_SAP_000.pdf,NCT02867124,val,2.0,240.0,Phase 3,Drug,US,1
24_NCT02874924_Prot_SAP_000.pdf,NCT02874924,val,3.0,34.0,Phase 2,Drug,US,1
24_NCT02885324_Prot_SAP_000.pdf,NCT02885324,val,1.0,4.0,Phase 2,Drug,US,1
24_NCT02886624_Prot_SAP_000.pdf,NCT02886624,val,1.0,30.0,Phase 2,Drug,FR,1
24_NCT02911324_Prot_ICF_000.pdf,NCT02911324,test,2.0,16.0,Phase 1/Phase 2,Drug,US,0
24_NCT02924324_Prot_SAP_000.pdf,NCT02924324,test,2.0,56.0,Not Applicable,Drug,US,1
24_NCT02928224_Prot_000.pdf,NCT02928224,test,3.0,702.0,Phase 3,Drug,"US,AR,AU,AT,BE,BR,CA,CL,CZ,DK,FR,DE,HU,IL,IT,JP,KR,MX,NL,NO,PL,RU,ES,TW,TR,UA,GB",0
24_NCT02930824_Prot_SAP_000.pdf,NCT02930824,test,4.0,185.0,Not Applicable,Genetic,US,1
24_NCT02949024_Prot_SAP_000.pdf,NCT02949024,test,2.0,20.0,Phase 1/Phase 2,Drug,US,1
24_NCT02965924_Prot_SAP_000.pdf,NCT02965924,test,1.0,20.0,Not Applicable,Drug,US,1
24_NCT02972424_Prot_SAP_000.pdf,NCT02972424,test,2.0,35.0,Phase 2,Drug,US,1
24_NCT02980224_Prot_000.pdf,NCT02980224,test,2.0,180.0,Phase 3,Drug,US,0
24_NCT02981524_Prot_SAP_000.pdf,NCT02981524,test,1.0,17.0,Phase 2,DrugBiological,US,1
24_NCT02993224_Prot_000.pdf,NCT02993224,test,1.0,148.0,Phase 2,Drug,"EG,LB,MA,SA,TH,TR,VN",0
24_NCT03004924_Prot_004.pdf,NCT03004924,train,3.0,753.0,Phase 3,Drug,"US,AU,AT,CA,EE,FR,HU,IL,IT,PL,PR,ZA,ES,CO",0
24_NCT03020524_Prot_SAP_000.pdf,NCT03020524,train,3.0,9.0,Early Phase 1,Biological,US,1
24_NCT03036124_Prot_000.pdf,NCT03036124,train,2.0,4744.0,Phase 3,Drug,"US,AR,BR,BG,CA,CN,CZ,DK,DE,HU,IN,JP,NL,PL,RU,SK,SE,TW,GB,VN,CZ",0
24_NCT03040024_Prot_SAP_000.pdf,NCT03040024,train,3.0,71.0,Phase 4,Drug,US,1
24_NCT03041324_Prot_000.pdf,NCT03041324,train,3.0,9.0,Phase 1/Phase 2,Biological,US,0
24_NCT03077724_Prot_SAP_000.pdf,NCT03077724,train,2.0,28.0,Phase 2,Drug,US,1
24_NCT03093324_Prot_000.pdf,NCT03093324,train,2.0,506.0,Phase 3,Drug,"US,DE,PL",0
24_NCT03108924_Prot_000.pdf,NCT03108924,train,4.0,24.0,Phase 1,Drug,US,0
24_NCT03162224_Prot_002.pdf,NCT03162224,train,3.0,35.0,Phase 1/Phase 2,Drug,US,0
24_NCT03166124_Prot_000.pdf,NCT03166124,train,4.0,80.0,Phase 1,Drug,DE,0
24_NCT03189524_Prot_000.pdf,NCT03189524,train,3.0,44.0,Phase 1,Drug,CN,0
24_NCT03197324_Prot_000.pdf,NCT03197324,train,2.0,20.0,Phase 1,Drug,US,0
24_NCT03227224_Prot_000.pdf,NCT03227224,train,2.0,287.0,Phase 2,Drug,"US,BG,FI,FR,DE,JP,RU,UA",0
24_NCT03235024_Prot_000.pdf,NCT03235024,train,2.0,122.0,Phase 2,Biological,US,0
24_NCT03242824_Prot_SAP_001.pdf,NCT03242824,train,1.0,21.0,Phase 2,Drug,US,1
24_NCT03246724_Prot_SAP_000.pdf,NCT03246724,train,4.0,327.0,Phase 4,Drug,US,1
24_NCT03255824_Prot_SAP_000.pdf,NCT03255824,train,2.0,144.0,Phase 4,Drug,US,1
24_NCT03284424_Prot_SAP_000.pdf,NCT03284424,train,2.0,159.0,Phase 2,Biological,"US,AU,CA,FR,DE,IL,MX,NO,ES,GB",1
24_NCT03311724_Prot_000.pdf,NCT03311724,train,4.0,111.0,Phase 2,Drug,US,0
24_NCT03335124_Prot_SAP_000.pdf,NCT03335124,train,2.0,5.0,Phase 4,Drug,SI,1
24_NCT03394924_Prot_000.pdf,NCT03394924,train,3.0,68.0,Phase 2,Drug,"US,AU,AT,BE,CA,FR,DE,NL,ES,GB",0
24_NCT03418324_Prot_SAP_000.pdf,NCT03418324,train,2.0,11.0,Phase 2,Drug,US,1
24_NCT03439124_Prot_000.pdf,NCT03439124,train,2.0,138.0,Phase 3,Drug,"BG,GE,HU,RO",0
24_NCT03440424_Prot_002.pdf,NCT03440424,train,3.0,24.0,Phase 1,Drug,US,0
24_NCT03443024_Prot_000.pdf,NCT03443024,train,4.0,280.0,Phase 2,BiologicalDrug,US,0
24_NCT03500224_Prot_000.pdf,NCT03500224,train,1.0,6.0,Phase 1,Drug,NL,0
24_NCT03515824_Prot_SAP_000.pdf,NCT03515824,train,4.0,22.0,Phase 1,Biological,"AU,HK",1
24_NCT03584724_Prot_000.pdf,NCT03584724,train,2.0,49.0,Early Phase 1,Drug,US,0
24_NCT03615924_Prot_001.pdf,NCT03615924,train,2.0,193.0,Phase 3,Drug,"US,BE,BR,EG,GH,GR,IN,IT,KE,LB,ZA,ES,TZ,TR,UG,GB,CA,SA",0
24_NCT03628924_Prot_000.pdf,NCT03628924,train,3.0,184.0,Phase 2,Drug,"US,CA,DK,FR,DE,NL",0
24_NCT03699124_Prot_000.pdf,NCT03699124,train,3.0,1129.0,Phase 3,Biological,US,0
24_NCT03712124_Prot_000.pdf,NCT03712124,train,2.0,21.0,Phase 2,Drug,US,0
24_NCT03722524_Prot_SAP_000.pdf,NCT03722524,train,,1247.0,,Drug,RU,1
24_NCT03740724_Prot_000.pdf,NCT03740724,train,1.0,1.0,Phase 1/Phase 2,GeneticDrug,US,0
24_NCT03812224_Prot_000.pdf,NCT03812224,val,2.0,261.0,Phase 3,Drug,JP,0
24_NCT03852524_Prot_SAP_000.pdf,NCT03852524,val,2.0,82.0,Phase 2,Drug,US,1
24_NCT03877224_Prot_000.pdf,NCT03877224,val,2.0,504.0,Phase 3,Drug,"US,AR,BR,BG,CA,DK,IT,JP,KR,SK,ZA,SE",0
24_NCT03882424_Prot_003.pdf,NCT03882424,val,3.0,114.0,Phase 1,Biological,US,0
24_NCT03887624_Prot_004.pdf,NCT03887624,val,2.0,16.0,Early Phase 1,Drug,CN,0
24_NCT03891524_Prot_002.pdf,NCT03891524,val,8.0,1242.0,Phase 2,Drug,"US,AR,BE,BR,BG,CA,GR,HU,IL,IT,JP,PL,PT,RU,ZA,ES,TR,UA,AU,LV,LT,MY,MX,TH",0
24_NCT03921424_Prot_SAP_000.pdf,NCT03921424,test,2.0,407.0,Phase 3,Biological,"ZA,TH,UA",1
24_NCT03925324_Prot_SAP_000.pdf,NCT03925324,test,2.0,4.0,Phase 2,Biological,US,1
24_NCT03946124_Prot_SAP_001.pdf,NCT03946124,test,1.0,74.0,Phase 4,Drug,,1
24_NCT03970824_Prot_000.pdf,NCT03970824,test,3.0,312.0,Phase 1,Biological,KR,0
24_NCT04007224_Prot_SAP_ICF_002.pdf,NCT04007224,train,2.0,20.0,Phase 1,DrugBiological,RO,1
24_NCT04009824_Prot_SAP_000.pdf,NCT04009824,train,5.0,51.0,Phase 1,Biological,US,1
24_NCT04042324_Prot_SAP_000.pdf,NCT04042324,train,3.0,12.0,Phase 1/Phase 2,Drug,US,1
24_NCT04077424_Prot_SAP_000.pdf,NCT04077424,train,3.0,10.0,Phase 4,Biological,US,1
24_NCT04081324_Prot_000.pdf,NCT04081324,train,4.0,36.0,Phase 1,Drug,CN,0
24_NCT04150224_Prot_SAP_000.pdf,NCT04150224,train,6.0,60.0,Phase 1,Drug,RU,1
24_NCT04194424_Prot_SAP_000.pdf,NCT04194424,train,2.0,20.0,Not Applicable,Drug,LB,1
24_NCT04382924_Prot_000.pdf,NCT04382924,train,3.0,168.0,Phase 2/Phase 3,Drug,"US,AU,PH,RO",0
24_NCT04428424_Prot_SAP_000.pdf,NCT04428424,train,,1493.0,,Drug,IQ,1
24_NCT04441424_Prot_SAP_000.pdf,NCT04441424,train,2.0,49.0,Not Applicable,BiologicalDrug,IQ,1
24_NCT04545424_Prot_007.pdf,NCT04545424,train,2.0,340.0,Phase 2,Drug,US,0
24_NCT04666324_Prot_SAP_000.pdf,NCT04666324,train,2.0,100.0,Not Applicable,Drug,PL,1
24_NCT05036824_Prot_SAP_000.pdf,NCT05036824,train,,300.0,,Drug,GR,1
24_NCT05125224_Prot_SAP_001.pdf,NCT05125224,train,,163720.0,,Drug,US,1
24_NCT05359224_Prot_SAP_002.pdf,NCT05359224,train,2.0,406.0,Phase 4,Drug,KR,1
25_NCT00390325_Prot_SAP_000.pdf,NCT00390325,train,1.0,21.0,Phase 2,Drug,US,1
25_NCT00784225_Prot_SAP_ICF_000.pdf,NCT00784225,train,4.0,13475.0,Phase 3,Drug,US,1
25_NCT00786825_Prot_SAP_001.pdf,NCT00786825,train,2.0,10.0,Phase 2,Drug,US,1
25_NCT01148225_Prot_000.pdf,NCT01148225,train,1.0,424.0,Phase 3,Drug,"AR,AU,AT,BE,BR,CA,CZ,CZ,DK,FR,DE,GR,IL,IT,JP,MX,PL,PT,ES,CH,GB,US",0
25_NCT01209325_Prot_SAP_001.pdf,NCT01209325,train,1.0,149.0,Phase 2,Biological,"US,PR",1
25_NCT01271725_Prot_001.pdf,NCT01271725,train,3.0,74.0,Phase 2,Drug,"HK,IN,PL,RU,TW,GB,RO",0
25_NCT01371825_Prot_000.pdf,NCT01371825,train,1.0,9.0,Phase 2/Phase 3,Drug,"US,EG,FR,IE,GB,DE,IN,IT,SA,TW,TR",0
25_NCT01598025_Prot_SAP_000.pdf,NCT01598025,train,2.0,3.0,Not Applicable,DrugBiological,US,1
25_NCT01683825_Prot_000.pdf,NCT01683825,train,3.0,23.0,Phase 4,Drug,US,0
25_NCT01720225_Prot_SAP_000.pdf,NCT01720225,train,2.0,113.0,Phase 2,Drug,US,1
25_NCT01746225_Prot_000.pdf,NCT01746225,train,3.0,258.0,Phase 2,Drug,"BE,IE,IT,SI,ES,CH",0
25_NCT01748825_Prot_SAP_000.pdf,NCT01748825,train,10.0,67.0,Phase 1,Drug,US,1
25_NCT01751425_Prot_SAP_000.pdf,NCT01751425,train,1.0,8.0,Phase 1,Drug,US,1
25_NCT01811225_Prot_SAP_000.pdf,NCT01811225,val,2.0,95.0,Phase 2,Drug,US,1
25_NCT01829425_Prot_SAP_000.pdf,NCT01829425,val,2.0,165.0,Not Applicable,Drug,US,1
25_NCT01859325_Prot_SAP_000.pdf,NCT01859325,val,2.0,33.0,Phase 1,BiologicalDrug,US,1
25_NCT01868425_Prot_SAP_001.pdf,NCT01868425,val,2.0,112.0,Phase 4,Drug,US,1
25_NCT01869725_Prot_SAP_000.pdf,NCT01869725,val,1.0,68.0,Phase 2,Drug,US,1
25_NCT01903525_Prot_SAP_000.pdf,NCT01903525,test,2.0,40.0,Phase 1,Drug,US,1
25_NCT01928225_Prot_SAP_000.pdf,NCT01928225,test,2.0,180.0,Phase 2,Biological,ZA,1
25_NCT02003625_Prot_SAP_000.pdf,NCT02003625,train,2.0,31.0,Phase 2,Drug,US,1
25_NCT02027025_Prot_SAP_000.pdf,NCT02027025,train,3.0,142.0,Phase 2,Drug,"US,RU,UA",1
25_NCT02071225_Prot_SAP_000.pdf,NCT02071225,train,1.0,72.0,Phase 2,Drug,ES,1
25_NCT02127125_Prot_SAP_000.pdf,NCT02127125,train,9.0,69.0,Phase 2,Drug,US,1
25_NCT02134925_Prot_SAP_000.pdf,NCT02134925,train,2.0,110.0,Phase 2,Biological,"US,PR",1
25_NCT02155725_Prot_000.pdf,NCT02155725,train,2.0,448.0,Phase 4,Drug,"FR,MQ",0
25_NCT02175225_Prot_000.pdf,NCT02175225,train,2.0,294.0,Phase 2,Drug,"US,CA",0
25_NCT02228525_Prot_SAP_000.pdf,NCT02228525,train,1.0,25.0,Phase 2,Drug,US,1
25_NCT02259725_Prot_SAP_000.pdf,NCT02259725,train,1.0,3.0,Phase 2,Drug,US,1
25_NCT02290925_Prot_SAP_000.pdf,NCT02290925,train,2.0,133.0,Phase 3,Drug,LK,1
25_NCT02296125_Prot_000.pdf,NCT02296125,train,2.0,674.0,Phase 3,Drug,"US,AU,BE,BR,BG,CA,CN,CZ,FR,DE,HU,IL,IT,JP,KR,MY,PH,PL,PT,RO,RU,ES,SE,CH,TW,TH,TR,UA,GB,VN,CZ,SA",0
25_NCT02315625_Prot_SAP_000.pdf,NCT02315625,train,2.0,16.0,Phase 2,Drug,US,1
25_NCT02341625_Prot_000.pdf,NCT02341625,train,4.0,126.0,Phase 1/Phase 2,DrugBiological,"US,AU,BE,CA,IT,NL,GB,HK,KR",0
25_NCT02344225_Prot_SAP_000.pdf,NCT02344225,train,3.0,14.0,Phase 2,Drug,US,1
25_NCT02362425_Prot_000.pdf,NCT02362425,train,3.0,63.0,Phase 1/Phase 2,Drug,US,0
25_NCT02426125_Prot_000.pdf,NCT02426125,train,2.0,530.0,Phase 3,Drug,"US,AU,BE,CA,DK,FR,DE,GR,HU,IL,IT,JP,KR,MX,NL,PL,RO,RU,ES,TW,TR,UA,GB",0
25_NCT02440425_Prot_SAP_000.pdf,NCT02440425,train,1.0,42.0,Phase 2,Drug,US,1
25_NCT02448225_Prot_SAP_000.pdf,NCT02448225,train,1.0,46.0,Phase 2,Drug,US,1
25_NCT02487225_Prot_SAP_000.pdf,NCT02487225,train,2.0,83.0,Phase 3,Drug,US,1
25_NCT02522325_Prot_SAP_000.pdf,NCT02522325,train,2.0,30.0,Phase 1,Drug,US,1
25_NCT02539225_Prot_000.pdf,NCT02539225,train,2.0,191.0,Phase 2,Drug,"JP,KR,TW",0
25_NCT02552225_Prot_SAP_000.pdf,NCT02552225,train,2.0,6.0,Phase 2/Phase 3,Drug,US,1
25_NCT02560025_Prot_SAP_000.pdf,NCT02560025,train,1.0,42.0,Phase 2,Drug,US,1
25_NCT02563925_Prot_SAP_000.pdf,NCT02563925,train,1.0,28.0,Not Applicable,Drug,US,1
25_NCT02567825_Prot_SAP_002.pdf,NCT02567825,train,2.0,250.0,Not Applicable,Drug,US,1
25_NCT02584725_Prot_SAP_000.pdf,NCT02584725,train,3.0,84.0,Phase 4,Drug,,1
25_NCT02586025_Prot_000.pdf,NCT02586025,train,2.0,329.0,Phase 3,Drug,"CN,KR,TW,TH",0
25_NCT02636725_Prot_SAP_000.pdf,NCT02636725,train,2.0,33.0,Phase 2,Drug,US,1
25_NCT02644525_Prot_SAP_000.pdf,NCT02644525,train,4.0,20.0,Phase 2,Drug,CM,1
25_NCT02653625_Prot_000.pdf,NCT02653625,train,1.0,24.0,Phase 2,Drug,"US,CA",0
25_NCT02683525_Prot_SAP_000.pdf,NCT02683525,train,1.0,37.0,Phase 2,Drug,US,1
25_NCT02705625_Prot_000.pdf,NCT02705625,train,3.0,244.0,Phase 2,Drug,"BG,GE,DE,MD,RO,GB",0
25_NCT02718625_Prot_SAP_000.pdf,NCT02718625,train,2.0,3.0,Phase 4,Biological,US,1
25_NCT02729025_Prot_000.pdf,NCT02729025,train,2.0,129.0,Phase 3,Drug,"US,CA,NL",0
25_NCT02757625_Prot_000.pdf,NCT02757625,train,1.0,63.0,Phase 3,Drug,JP,0
25_NCT02782325_Prot_SAP_000.pdf,NCT02782325,train,2.0,6.0,Phase 1/Phase 2,Biological,US,1
25_NCT02855125_Prot_000.pdf,NCT02855125,val,2.0,128.0,Phase 2,Drug,"US,FR,IT,JP,PL,ES",0
25_NCT02872025_Prot_SAP_000.pdf,NCT02872025,val,4.0,48.0,Early Phase 1,DrugBiological,US,1
25_NCT02885025_Prot_SAP_000.pdf,NCT02885025,val,4.0,47.0,Phase 2,Drug,US,1
25_NCT02905825_Prot_SAP_000.pdf,NCT02905825,test,1.0,54.0,Phase 3,Drug,"US,IL",1
25_NCT02922725_Prot_SAP_000.pdf,NCT02922725,test,3.0,32.0,Phase 4,Drug,US,1
25_NCT02927925_Prot_000.pdf,NCT02927925,test,1.0,32.0,Phase 2,Drug,"CN,HK,KR,SG,TW",0
25_NCT02969525_Prot_000.pdf,NCT02969525,test,5.0,206.0,Phase 2,Drug,"US,CZ,DE,HU,PL,RU,CZ",0
25_NCT03016325_Prot_002.pdf,NCT03016325,train,5.0,329.0,Phase 2,Drug,"US,AR,CA,CZ,FR,DE,GR,IT,JP,NL,PL,ES,GB,CZ",0
25_NCT03041025_Prot_000.pdf,NCT03041025,train,4.0,35.0,Phase 2,Drug,"US,CA,NL,GB",0
25_NCT03052725_Prot_000.pdf,NCT03052725,train,1.0,391.0,Phase 3,Drug,"US,BE,CA,CZ,FR,DE,HU,IL,PL,RO,RU,ES,UA,CZ",0
25_NCT03073525_Prot_000.pdf,NCT03073525,train,4.0,25.0,Phase 2,BiologicalDrug,US,0
25_NCT03093025_Prot_000.pdf,NCT03093025,train,3.0,51.0,Phase 2,Drug,US,0
25_NCT03100825_Prot_000.pdf,NCT03100825,train,1.0,96.0,Phase 3,Drug,JP,0
25_NCT03104725_Prot_SAP_000.pdf,NCT03104725,train,2.0,6.0,Phase 1,Drug,US,1
25_NCT03182725_Prot_SAP_000.pdf,NCT03182725,train,2.0,37.0,Phase 3,Drug,US,1
25_NCT03197025_Prot_SAP_000.pdf,NCT03197025,train,2.0,1.0,Phase 1,DrugBiological,US,1
25_NCT03224325_Prot_000.pdf,NCT03224325,train,7.0,50.0,Phase 1,Drug,US,0
25_NCT03237325_Prot_000.pdf,NCT03237325,train,2.0,266.0,Phase 3,Drug,"US,BE,FR,ES,GB",0
25_NCT03251625_Prot_000.pdf,NCT03251625,train,2.0,400.0,Phase 4,Drug,,0
25_NCT03252925_Prot_SAP_ICF_000.pdf,NCT03252925,train,2.0,170.0,Phase 3,Drug,CN,1
25_NCT03259425_Prot_SAP_003.pdf,NCT03259425,train,1.0,7.0,Phase 2,Drug,US,1
